จบจากโรงเรียน,No_computer,working,not_working,no_boy,no_girl,total_student,no_classroom,total_teacher,total_teacher_rank1,total_teacher_rank2,total_teacher_rank3,total_teacher_rank4,total_teacher_rank5
ธรรมโฆสิต,105,38,67,163,157,320,10,15,0,13,1,1,0
สงขลาวิทยาคม,215,120,95,389,415,804,27,36,11,22,3,0,0
ชะแล้นิมิตวิทยา,80,45,35,92,62,154,9,15,3,8,4,0,0
รัตภูมิวิทยา,231,213,18,478,563,1041,36,52,14,30,8,0,0
หาดใหญ่วิทยาลัย,6,128,4,1650,2500,4150,103,197,37,92,68,0,0
หาดใหญ่วิทยาลัยสมบูรณ์กุลกันยา,507,505,0,1320,2198,3518,80,151,30,83,37,0,1
มัธยมสิริวัณวรี2สงขลา,220,190,30,620,863,1483,42,50,18,26,6,0,0
หาดใหญ่รัฐประชาสรรค์,330,315,20,1135,1616,2751,76,123,30,68,25,0,0
คูเต่าวิทยา,26,14,12,48,46,94,6,5,4,1,0,0,0
หาดใหญ่พิทยาคม,131,67,64,158,174,332,16,29,2,16,11,0,0
หาดใหญ่วิทยาลัย2,475,457,18,1341,1671,3012,72,135,26,79,29,1,0
หาดใหญ่เจริญราษฎร์พิทยา,44,40,4,170,149,319,13,22,2,19,1,0,0
พะตงประธานคีรีวัฒน์,156,99,57,395,480,875,38,60,8,44,8,0,0
ควนเนียงวิทยา,127,49,78,554,660,1214,36,48,7,34,7,0,0
ปากจ่าวิทยา,59,15,44,61,55,116,7,11,1,6,4,0,0
บางกล่ำวิทยารัชมังคลาภิเษก,24,21,0,57,68,125,6,9,2,6,1,0,0
รัตนพลวิทยา,40,35,5,87,63,150,8,10,4,5,1,0,0
เทพา,85,77,8,426,656,1082,30,38,8,22,8,0,0
จะนะวิทยา,24,24,0,64,114,178,8,16,3,12,1,0,0
นาทวีวิทยาคม,90,80,10,1064,1110,2174,68,74,19,44,11,0,0
จะนะชนูปถัมภ์,122,122,0,258,418,676,25,39,6,14,19,0,0
ทับช้างวิทยาคม,54,47,5,190,227,417,18,19,3,13,3,0,0
เทพพิทยาภาณุมาศ,54,52,2,132,192,324,15,22,1,12,9,0,0
เขาแดงกุศลวิทยา,25,24,1,67,90,157,9,11,3,7,1,0,0
กอบกุลวิทยาคม,75,75,0,128,166,294,14,17,6,11,0,0,0
ปาดังติณสูลานนท์,38,38,0,130,153,283,9,12,1,9,2,0,0
ไม้แก่นประชาอุทิศ,34,16,18,50,59,109,7,10,6,3,1,0,0
จะโหนงพิทยาคม,43,41,2,96,103,199,9,13,1,10,2,0,0
สะบ้าย้อยวิทยา,84,79,0,345,493,838,29,36,8,24,4,0,0
"สะเดา""ขรรค์ชัยกัมพลานนท์อนุสรณ์""",324,270,54,838,1203,2041,62,84,27,41,16,0,0
วิทยาศาสตร์จุฬาภรณราชวิทยาลัยสตูล,170,154,16,290,460,750,32,55,16,17,22,0,0
ท่าแพผดุงวิทย์,97,83,14,214,348,562,18,29,8,18,3,0,0
ควนกาหลงวิทยาคม(นิคมวัฒนา),26,26,0,192,266,458,15,20,1,16,3,0,0
กำแพงวิทยา,199,192,18,613,996,1609,42,58,12,33,13,0,0
ทุ่งหว้าวรวิทย์,102,102,0,301,433,734,21,32,16,14,2,0,0
ปาล์มพัฒนวิทย์,108,35,73,150,222,372,12,13,3,7,3,0,0
สตูลวิทยา,283,238,45,744,1167,1911,54,79,16,50,13,0,0
ควนโดนวิทยา,106,96,0,251,459,710,23,27,4,22,1,0,0
สาครพิทยาคาร,49,49,0,118,124,242,12,14,4,8,2,0,0
ละงูพิทยาคม,110,110,0,347,315,662,22,27,7,11,9,0,0
ท่าศิลาบำรุงราษฎร์,73,63,10,112,130,242,12,15,5,7,3,0,0
พิมานพิทยาสรรค์,174,152,13,704,1148,1852,48,78,30,42,6,0,0
เบญจมราชูทิศจังหวัดจันทบุรี,446,446,0,1932,911,2843,78,111,34,45,32,0,0
บางกะจะ,19,19,0,40,34,74,6,9,3,4,2,0,0
ศรียานุสรณ์,476,476,0,210,2556,2766,75,131,41,43,47,0,0
เบญจมานุสรณ์,255,255,0,837,850,1687,48,84,20,26,36,2,0
ท่าใหม่พูลสวัสดิ์ราษฎร์นุกูล,193,193,0,688,898,1586,42,70,21,26,23,0,0
มัธยมวัดเขาสุกิม,89,78,0,75,82,157,9,9,7,0,2,0,0
ศรีรัตน์ราษฎร์นุเคราะห์,19,10,9,51,60,111,9,8,3,0,5,0,0
สะพานเลือกวิทยาคม,20,18,2,34,37,71,6,11,5,4,2,0,0
แก่งหางแมวพิทยาคาร,98,96,2,391,481,872,26,37,23,11,3,0,0
นายายอามพิทยาคม,210,210,0,349,469,818,24,33,12,16,5,0,0
มัธยมท่าแคลง,56,51,1,46,28,74,6,11,7,0,4,0,0
ตกพรมวิทยาคาร,13,13,0,81,87,168,9,11,8,2,1,0,0
บ่อวิทยาคาร,35,35,0,50,36,86,9,10,4,4,2,0,0
ขลุงรัชดาภิเษก,160,128,80,373,440,813,30,32,11,14,7,0,0
เครือหวายวิทยาคม,51,29,22,87,94,181,6,8,4,4,0,0,0
โป่งน้ำร้อนวิทยาคม,103,83,0,280,382,662,20,28,15,7,6,0,0
หนองตาคงพิทยาคาร,58,58,0,321,318,639,21,15,8,4,3,0,0
มะขามสรรเสริญ,71,61,10,228,244,472,15,21,3,5,13,0,0
แหลมสิงห์วิทยาคม,154,148,6,412,465,877,27,41,12,15,14,0,0
สอยดาววิทยา,101,101,0,599,739,1338,37,47,22,16,9,0,0
ทุ่งขนานวิทยา,74,64,10,227,341,568,18,22,9,7,6,0,0
คิชฌกูฏวิทยา,97,97,0,325,362,687,21,33,15,12,6,0,0
คลองพลูวิทยา,26,26,0,76,100,176,7,10,1,8,1,0,0
วัดคิรีวิหาร(สมเด็จพระวันรัตอุปถัมภ์),74,74,0,210,196,406,14,9,4,2,3,0,0
เกาะช้างวิทยาคม,30,10,20,192,190,382,14,12,6,6,0,0,0
ตราษตระการคุณ,365,365,0,1014,962,1976,54,85,21,35,29,0,0
สตรีประเสริฐศิลป์,221,215,6,562,1283,1845,56,77,19,36,22,0,0
ตราดสรรเสริญวิทยาคม,119,119,5,306,219,525,23,29,11,13,5,0,0
เขาน้อยวิทยาคม,43,43,1,101,77,178,6,12,7,3,2,0,0
อ่าวใหญ่พิทยาคาร,22,17,5,78,69,147,6,6,2,2,2,0,0
เนินทรายวิทยาคม,59,17,42,53,60,113,6,11,7,2,2,0,0
คลองใหญ่วิทยาคม,213,136,45,489,544,1033,35,28,14,5,9,0,0
เขาสมิงวิทยาคมจงจินต์รุจิรวงศ์อุปถัมภ์,207,139,67,445,586,1031,33,48,16,18,14,0,0
สะตอวิทยาคมรัชมังคลาภิเษก,35,30,4,84,106,190,8,10,8,0,2,0,0
ประณีตวิทยาคม,27,25,2,26,41,67,6,9,9,0,0,0,0
บ่อไร่วิทยาคม,136,136,24,358,415,773,22,29,10,16,3,0,0
หนองบอนวิทยาคม,19,19,4,114,137,251,9,11,5,4,2,0,0
แหลมงอบวิทยาคม,85,77,9,224,196,420,15,12,5,6,1,0,0
เกาะกูดวิทยาคม,20,20,1,58,68,126,6,5,5,0,0,0,0
ชลบุรี(สุขบท),768,627,141,1172,1586,2758,69,116,57,36,23,0,0
ชลราษฎรอำรุง,1363,1193,170,2905,495,3400,84,156,76,31,49,0,0
ชลกันยานุกูล,372,372,0,61,4005,4066,102,124,44,37,43,0,0
แสนสุข,300,300,0,802,828,1630,47,69,40,15,14,0,0
บ้านสวน(จั่นอนุสรณ์),269,269,0,949,1199,2148,50,84,49,13,22,0,0
อ่างศิลาพิทยาคม,100,75,0,641,508,1149,33,41,21,11,9,0,0
หนองรีมงคลสุขสวัสดิ์,130,129,9,167,109,276,10,15,8,1,6,0,0
บ้านบึง(อุตสาหกรรมนุเคราะห์),562,502,9,1298,1859,3157,78,123,57,37,29,0,0
บ้านบึง(มนูญวิทยาคาร),57,46,11,257,283,540,18,28,15,9,4,0,0
วิทยาศาสตร์จุฬาภรณราชวิทยาลัยชลบุรี,121,115,6,310,404,714,30,54,13,23,18,0,0
คลองกิ่วยิ่งวิทยา,98,68,20,248,264,512,16,21,8,6,7,0,0
หนองใหญ่ศิริวรวาทวิทยา,96,96,0,280,306,586,16,18,15,1,2,0,0
พานทองสภาชนูปถัมภ์,153,153,0,751,793,1544,40,41,23,8,10,0,0
พานทอง,321,321,0,747,756,1503,39,59,21,13,25,0,0
พนัสพิทยาคาร,430,430,0,1143,1871,3014,74,133,57,24,50,2,0
ทุ่งเหียงพิทยาคม,139,73,86,285,334,619,18,21,11,5,5,0,0
เทพศิรินทร์ชลบุรี(อุทกฯอุปถัมป์),34,20,15,67,30,97,6,6,4,1,1,0,0
บ่อทองวงษ์จันทร์วิทยา,174,154,20,469,738,1207,35,44,22,10,12,0,0
เกาะโพธิ์ถ้วยงามวิทยา,118,98,20,314,417,731,18,29,10,10,9,0,0
เกาะจันทร์พิทยาคาร,56,54,34,152,179,331,10,15,7,2,6,0,0
บางละมุง,250,220,30,807,1420,2227,58,100,48,29,23,0,0
โพธิสัมพันธ์พิทยาคาร,519,479,0,1136,1578,2714,70,111,59,28,24,0,0
ผินแจ่มวิชาสอน,73,73,0,268,192,460,15,13,7,3,3,0,0
ศรีราชา,326,326,0,1037,1876,2913,69,132,79,26,27,0,0
ทุ่งศุขลาพิทยา(กรุงไทยอนุเคราะห์),176,163,1,760,847,1607,43,22,13,2,7,0,0
บึงศรีราชาพิทยาคม,158,127,31,482,562,1044,27,28,22,4,2,0,0
สุรศักดิ์วิทยาคม,195,195,1,663,636,1299,34,42,21,9,12,0,0
สวนกุหลาบวิทยาลัยชลบุรี,184,170,14,1183,1607,2790,70,77,60,10,7,0,0
เกาะสีชัง,102,72,30,183,196,379,18,14,9,3,2,0,0
สัตหีบวิทยาคม,369,369,0,640,1005,1645,40,50,17,22,10,1,0
สิงห์สมุทร,668,668,0,1759,1869,3628,84,130,43,30,57,0,0
วัดป่าประดู่,396,390,6,1113,1549,2662,71,102,26,28,48,0,0
ระยองวิทยาคม,440,440,0,1431,2101,3532,99,163,77,43,43,0,0
บ้านฉางกาญจนกุลวิทยา,394,394,0,1006,1330,2336,60,83,48,20,15,0,0
เพรักษมาตาวิทยา,85,85,0,403,380,783,22,28,8,3,17,0,0
มาบตาพุดพันพิทยาคาร,255,255,0,1217,1515,2732,68,69,32,28,9,0,0
ระยองวิทยาคมนิคมอุตสาหกรรม,130,130,0,245,213,458,17,13,9,4,0,0,0
ระยองวิทยาคมปากน้ำ,149,149,0,534,342,876,42,39,10,14,15,0,0
เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ระยอง,128,128,0,442,583,1025,32,47,19,12,15,1,0
บ้านค่าย,329,181,0,921,1048,1969,60,81,47,21,13,0,0
ปลวกแดงพิทยาคม,153,0,0,780,1112,1892,52,68,38,21,9,0,0
นิคมวิทยา,193,193,0,739,972,1711,43,56,32,14,10,0,0
แกลงวิทยสถาวร,298,290,0,1202,1474,2676,70,113,55,33,24,1,0
วังจันทร์วิทยา,129,111,18,807,895,1702,48,45,14,12,19,0,0
เขาชะเมาวิทยา,49,39,10,152,185,337,12,12,11,1,0,0,0
ชำนาญสามัคคีวิทยา,209,170,62,721,880,1601,48,49,16,14,19,0,0
ชำฆ้อพิทยาคม,45,45,0,109,110,219,12,10,7,1,2,0,0
สุนทรภู่พิทยา,108,108,0,333,368,701,24,26,13,5,8,0,0
ห้วยยางศึกษา,132,74,58,239,170,409,15,20,14,3,3,0,0
มกุฎเมืองราชวิทยาลัย,209,209,0,358,614,972,33,42,10,19,13,0,0
หนองบัวพิทยาคาร,195,195,0,1322,2199,3521,95,157,63,27,65,2,0
บ้านขามพิทยาคม,68,57,11,244,264,508,15,24,3,5,16,0,0
หนองสวรรค์วิทยาคาร,59,49,10,166,177,343,15,24,3,5,16,0,0
เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์หนองบัวลำภูในพระราชูปถัมภ์สมเด็จพระเทพรัตนราชสุดาฯสยามบรมราชกุมารี,32,21,11,53,83,136,6,9,3,2,4,0,0
โนนสังวิทยาคาร,70,55,15,507,595,1102,34,52,16,6,30,0,0
โนนเมืองวิทยาคาร,50,36,21,135,152,287,15,18,7,6,5,0,0
กุดดู่พิทยาคม,97,18,59,261,347,608,22,23,8,5,10,0,0
หนองเรือพิทยาคม,12,12,0,78,85,163,10,8,6,1,1,0,0
ยางหล่อวิทยาคาร,45,25,0,154,223,377,16,18,13,3,2,0,0
กุงแก้ววิทยาคาร,46,30,16,94,90,184,8,9,7,2,0,0,0
นากอกวิทยาคาร,39,20,19,79,93,172,9,11,7,3,1,0,0
กุดสะเทียนวิทยาคาร,27,27,0,202,160,362,11,17,5,4,8,0,0
ศรีบุญเรืองวิทยาคาร,87,87,0,919,1469,2388,70,108,53,21,34,0,0
สุวรรณคูหาพิทยาสรรค์,125,100,25,393,625,1018,45,64,45,4,15,0,0
นาวังศึกษาวิช,205,200,5,602,748,1350,44,59,21,9,29,0,0
คำแสนวิทยาสรรค์,382,250,143,868,1257,2125,68,106,38,20,48,0,0
ดงมะไฟวิทยาคม,18,18,0,41,28,69,6,5,3,1,1,0,0
นาแกวิทยา,14,14,0,136,142,278,12,13,8,2,3,0,0
กุดดินจี่พิทยาคม,72,54,18,255,346,601,23,33,6,10,17,0,0
ฝั่งแดงวิทยาสรรค์,110,25,75,235,275,510,18,23,10,5,8,0,0
ภูซางใหญ่วิทยาคม,32,27,5,69,81,150,6,8,7,0,1,0,0
เลยพิทยาคม,912,912,0,1285,2091,3376,81,159,43,30,85,1,0
เลยอนุกูลวิทยา,105,105,0,411,488,899,33,44,13,6,25,0,0
นาอ้อวิทยา,41,33,8,117,138,255,13,14,0,3,11,0,0
น้ำสวยพิทยาสรรพ์,38,38,10,60,62,122,6,7,2,0,5,0,0
นาด้วงวิทยา,83,83,0,259,351,610,24,29,5,5,19,0,0
เชียงคาน,213,200,0,682,967,1649,42,64,18,21,25,0,0
เขาแก้ววิทยาสรรพ์,35,31,4,141,147,288,12,16,2,3,11,0,0
ธาตุพิทยาคม,43,43,0,89,95,184,12,11,0,1,10,0,0
วิทยาศาสตร์จุฬาภรณราชวิทยาลัยเลย,150,150,0,253,464,717,30,52,18,10,24,0,0
ปากชมวิทยา,50,28,22,189,263,452,15,16,9,3,4,0,0
เชียงกลมวิทยา,117,86,31,424,513,937,28,40,27,10,3,0,0
คอนสาวิทยา,25,23,2,67,87,154,8,10,4,4,2,0,0
วังโพนงามวิทยา,33,33,0,123,157,280,14,12,4,2,6,0,0
พระแก้วอาสาวิทยา,34,34,6,49,64,113,6,11,2,4,5,0,0
ศรีสองรักษ์วิทยา,131,98,33,423,600,1023,34,41,12,10,18,1,0
นาแห้ววิทยา,65,52,13,128,185,313,14,17,6,2,9,0,0
ภูเรือวิทยา,152,152,0,434,600,1034,30,44,17,9,18,0,0
ท่าลี่วิทยา,151,15,136,337,399,736,25,31,8,9,14,0,0
ศรีสงครามวิทยา,300,290,0,1057,1798,2855,75,116,36,25,55,0,0
ภูกระดึงวิทยาคม,226,186,10,375,593,968,36,37,13,3,20,0,1
ภูหลวงวิทยา,73,43,30,266,348,614,19,35,7,7,21,0,0
สันติวิทยาสรรพ์,150,135,15,458,572,1030,32,40,25,8,7,0,0
เอราวัณวิทยาคม,20,20,0,142,152,294,12,15,2,1,12,0,0
ผาอินทร์แปลงวิทยา,38,28,0,188,249,437,17,26,15,1,10,0,0
วังทรายขาววิทยา,48,24,24,35,41,76,6,11,2,4,5,0,0
ผาสามยอดวิทยาคม,35,25,10,138,172,310,12,16,9,0,7,0,0
เขาหลวงวิทยา,15,14,1,52,73,125,6,12,0,2,10,0,0
เซไลวิทยาคม,49,29,20,62,40,102,7,6,2,2,2,0,0
ผาน้อยวิทยาคม,37,37,0,82,62,144,9,9,2,1,6,0,0
เลยสว่างวิทยาคม,23,23,0,64,76,140,6,10,2,5,3,0,0
หนองหินวิทยาคม,98,92,6,407,582,989,27,44,6,8,30,0,0
อุดรพิทยานุกูล,405,390,15,2194,2410,4604,111,218,66,23,129,0,0
สตรีราชินูทิศ,468,468,0,0,3629,3629,88,148,15,11,121,1,0
ประจักษ์ศิลปาคาร,300,270,30,1010,1237,2247,68,115,13,17,85,0,0
นิคมสงเคราะห์วิทยา,40,30,5,112,94,206,9,13,5,5,3,0,0
อุดรธรรมานุสรณ์,57,26,31,182,215,397,15,17,1,3,13,0,0
โนนสูงพิทยาคาร,90,85,5,274,335,609,21,31,5,8,18,0,0
อุดรพิชัยรักษ์พิทยา,272,250,1,1531,1291,2822,72,125,20,20,85,0,0
